Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2023,Adams,WA,Passenger,21,11,32,12997,13029,0.25
June 30 2020,Douglas,NE,Passenger,0,1,1,57,58,1.72
November 30 2023,Cowlitz,WA,Truck,13,0,13,28010,28023,0.05
November 30 2017,Garfield,WA,Passenger,1,0,1,1313,1314,0.08
February 29 2024,Charleston,SC,Passenger,1,2,3,41,44,6.82
July 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2024,Cache,UT,Passenger,1,0,1,7,8,12.5
November 30 2023,King,WA,Passenger,67903,16412,84315,1317059,1401374,6.02
April 30 2020,Loudoun,VA,Passenger,1,0,1,90,91,1.1
June 30 2023,Isle of Wight,VA,Passenger,0,1,1,18,19,5.26
May 31 2023,San Juan,WA,Passenger,609,176,785,13807,14592,5.38
October 31 2018,Walla Walla,WA,Passenger,36,50,86,35987,36073,0.24
July 31 2021,Deschutes,OR,Passenger,1,0,1,131,132,0.76
July 31 2020,Lincoln,WA,Truck,0,0,0,4656,4656,0
June 30 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
December 31 2022,St. Lawrence,NY,Passenger,1,0,1,4,5,20
June 30 2017,Grant,WA,Passenger,20,27,47,60839,60886,0.08
June 30 2017,Klickitat,WA,Passenger,23,24,47,14801,14848,0.32
June 30 2024,Virginia Beach,VA,Passenger,4,2,6,366,372,1.61
April 30 2020,Solano,CA,Passenger,1,0,1,217,218,0.46
February 29 2024,Skagit,WA,Truck,39,0,39,31578,31617,0.12
September 30 2022,Dallas,TX,Passenger,1,0,1,117,118,0.85
November 30 2023,Virginia Beach,VA,Truck,1,0,1,101,102,0.98
December 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
June 30 2021,Ferry,WA,Passenger,9,3,12,4374,4386,0.27
February 29 2024,Multnomah,OR,Passenger,2,1,3,369,372,0.81
October 31 2023,Pima,AZ,Passenger,1,0,1,191,192,0.52
August 31 2018,Cochise,AZ,Passenger,0,1,1,113,114,0.88
July 31 2023,Montgomery,AL,Passenger,1,1,2,34,36,5.56
May 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50
July 31 2024,Virginia Beach,VA,Truck,1,0,1,93,94,1.06
February 29 2024,San Juan,WA,Passenger,709,204,913,13635,14548,6.28
November 30 2017,Pima,AZ,Passenger,1,1,2,437,439,0.46
December 31 2019,Maricopa,AZ,Passenger,7,8,15,1609,1624,0.92
April 30 2017,Moore,NC,Passenger,0,1,1,202,203,0.49
January 31 2024,Kauai,HI,Passenger,0,1,1,12,13,7.69
July 31 2021,Charleston,SC,Passenger,1,1,2,89,91,2.2
October 31 2018,Charles,MD,Passenger,0,1,1,85,86,1.16
June 30 2023,Wake,NC,Passenger,4,0,4,86,90,4.44
March 31 2024,Tom Green,TX,Passenger,0,1,1,17,18,5.56
May 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
April 30 2020,Oldham,KY,Passenger,0,1,1,4,5,20
June 30 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
September 30 2019,Columbia,WA,Passenger,3,2,5,2446,2451,0.2
January 31 2018,Saratoga,NY,Passenger,1,1,2,68,70,2.86
August 31 2018,Charleston,SC,Passenger,1,0,1,127,128,0.78
July 31 2022,Sarasota,FL,Passenger,2,0,2,35,37,5.41
February 29 2024,Kittitas,WA,Truck,24,0,24,14635,14659,0.16
June 30 2021,Franklin,WA,Passenger,123,97,220,61976,62196,0.35
December 31 2018,Grant,WA,Passenger,32,52,84,64193,64277,0.13
April 30 2019,Skamania,WA,Passenger,21,16,37,8705,8742,0.42
August 31 2020,Collier,FL,Passenger,1,0,1,22,23,4.35
September 30 2023,Allen,IN,Passenger,1,0,1,11,12,8.33
January 31 2022,Carroll,NH,Passenger,0,1,1,4,5,20
May 31 2019,Anne Arundel,MD,Passenger,1,1,2,442,444,0.45
January 31 2018,Okanogan,WA,Truck,0,0,0,16332,16332,0
July 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
December 31 2020,Adams,WA,Truck,0,0,0,5335,5335,0
May 31 2019,Boulder,CO,Passenger,1,0,1,47,48,2.08
December 31 2023,Isle of Wight,VA,Passenger,0,1,1,17,18,5.56
January 31 2019,Los Angeles,CA,Passenger,5,5,10,1130,1140,0.88
April 30 2019,Prince George's,MD,Passenger,1,1,2,188,190,1.05
February 29 2020,Island,WA,Truck,1,0,1,21321,21322,0
May 31 2020,Benton,WA,Passenger,353,321,674,134115,134789,0.5
January 31 2020,San Juan,WA,Passenger,265,83,348,14396,14744,2.36
February 29 2024,Whatcom,WA,Truck,102,0,102,42466,42568,0.24
February 29 2024,Klickitat,WA,Truck,16,0,16,8173,8189,0.2
October 31 2020,Collier,FL,Passenger,1,0,1,22,23,4.35
July 31 2023,Palm Beach,FL,Passenger,2,1,3,51,54,5.56
April 30 2023,Kitsap,WA,Truck,63,0,63,52397,52460,0.12
February 29 2024,Grant,WA,Truck,18,0,18,28047,28065,0.06
April 30 2022,Lake,IL,Passenger,3,0,3,155,158,1.9
September 30 2019,Collin,TX,Passenger,2,1,3,146,149,2.01
October 31 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
November 30 2018,Gwinnett,GA,Passenger,0,1,1,79,80,1.25
May 31 2024,Richland,SC,Passenger,0,1,1,88,89,1.12
May 31 2018,Orleans,LA,Passenger,0,1,1,47,48,2.08
March 31 2018,Caddo,LA,Passenger,0,1,1,24,25,4
May 31 2018,Asotin,WA,Truck,0,0,0,6628,6628,0
October 31 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
March 31 2021,Wilson,TX,Passenger,0,1,1,5,6,16.67
January 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100
June 30 2022,Wood,OH,Passenger,0,1,1,6,7,14.29
February 28 2023,Napa,CA,Passenger,0,1,1,13,14,7.14
February 28 2019,Eagle,CO,Passenger,1,0,1,5,6,16.67
August 31 2019,Yakima,WA,Passenger,112,108,220,165591,165811,0.13
November 30 2018,Clark,WA,Truck,0,0,0,79719,79719,0
March 31 2024,Garfield,WA,Truck,0,0,0,990,990,0
January 31 2018,Northampton,PA,Passenger,0,1,1,64,65,1.54
February 28 2022,Okanogan,WA,Truck,0,0,0,16696,16696,0
September 30 2022,Kitsap,WA,Truck,23,0,23,53090,53113,0.04
August 31 2021,Cowlitz,WA,Truck,0,1,1,29067,29068,0
July 31 2023,Santa Clara,CA,Passenger,19,2,21,198,219,9.59
September 30 2019,Contra Costa,CA,Passenger,2,2,4,363,367,1.09
November 30 2021,Yavapai,AZ,Passenger,0,1,1,41,42,2.38
December 31 2023,Meade,KY,Passenger,1,0,1,16,17,5.88
July 31 2022,Eagle,CO,Passenger,1,0,1,6,7,14.29
October 31 2017,Stevens,WA,Truck,0,0,0,18300,18300,0
March 31 2022,Onslow,NC,Passenger,0,1,1,167,168,0.6
September 30 2023,Columbia,WA,Truck,0,0,0,1548,1548,0
April 30 2020,Hamilton,IN,Passenger,1,0,1,43,44,2.27
November 30 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
March 31 2022,Carroll,NH,Passenger,0,1,1,4,5,20
March 31 2024,Jefferson,WA,Passenger,691,292,983,23955,24938,3.94
October 31 2023,Ferry,WA,Passenger,23,4,27,4304,4331,0.62
March 31 2024,Oldham,KY,Passenger,0,1,1,2,3,33.33
June 30 2017,Skagit,WA,Passenger,141,103,244,88066,88310,0.28
March 31 2017,Adams,WA,Truck,0,0,0,5070,5070,0
June 30 2018,Kittitas,WA,Truck,0,0,0,14059,14059,0
May 31 2022,Lincoln,WA,Truck,0,0,0,4840,4840,0
June 30 2023,Stafford,VA,Passenger,3,1,4,81,85,4.71
September 30 2022,Lake,FL,Passenger,1,0,1,20,21,4.76
March 31 2023,Tooele,UT,Passenger,1,0,1,9,10,10
August 31 2023,Kern,CA,Passenger,1,1,2,174,176,1.14
February 29 2020,Montgomery,TX,Passenger,1,0,1,56,57,1.75
September 30 2022,San Bernardino,CA,Passenger,2,1,3,348,351,0.85
March 31 2017,Muscogee,GA,Passenger,0,1,1,253,254,0.39
August 31 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
January 31 2024,Lewis,WA,Truck,13,0,13,25676,25689,0.05
March 31 2024,Chelan,WA,Truck,52,0,52,23008,23060,0.23
April 30 2019,Spokane,WA,Truck,1,0,1,94352,94353,0
April 30 2020,Benton,WA,Truck,0,0,0,42475,42475,0
November 30 2021,Anne Arundel,MD,Passenger,3,1,4,361,365,1.1
December 31 2022,Goochland,VA,Passenger,2,2,4,104,108,3.7
February 29 2020,Harris,TX,Passenger,1,0,1,276,277,0.36
January 31 2024,Fulton,GA,Passenger,1,1,2,54,56,3.57
October 31 2019,Camden,NJ,Passenger,0,1,1,23,24,4.17
May 31 2018,Clallam,WA,Passenger,119,110,229,49788,50017,0.46
June 30 2020,Duval,FL,Passenger,0,2,2,366,368,0.54
November 30 2023,Pacific,WA,Truck,5,0,5,7836,7841,0.06
March 31 2020,Charleston,SC,Passenger,1,0,1,111,112,0.89
February 28 2022,Howard,MD,Passenger,0,2,2,67,69,2.9
January 31 2019,Denver,CO,Passenger,1,0,1,137,138,0.72
December 31 2022,Hudson,NJ,Passenger,2,0,2,31,33,6.06
July 31 2022,Leavenworth,KS,Passenger,0,1,1,96,97,1.03
June 30 2022,DuPage,IL,Passenger,3,1,4,50,54,7.41
December 31 2017,Richland,SC,Passenger,0,1,1,174,175,0.57
October 31 2020,Kern,CA,Passenger,0,1,1,220,221,0.45
May 31 2022,St. Louis,MO,Passenger,2,0,2,71,73,2.74
June 30 2022,King,WA,Truck,66,1,67,180735,180802,0.04
March 31 2023,Cumberland,NC,Passenger,2,4,6,341,347,1.73
November 30 2021,Hawaii,HI,Passenger,1,0,1,49,50,2
April 30 2021,San Juan,WA,Passenger,406,125,531,14142,14673,3.62
January 31 2023,Santa Cruz,CA,Passenger,1,0,1,19,20,5
May 31 2020,Orange,CA,Passenger,7,2,9,514,523,1.72
September 30 2023,Virginia Beach,VA,Passenger,5,2,7,440,447,1.57
August 31 2022,Richland,SC,Passenger,0,1,1,136,137,0.73
July 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
March 31 2023,Rockingham,NH,Passenger,1,0,1,13,14,7.14
April 30 2020,Kent,MI,Passenger,0,1,1,26,27,3.7
March 31 2019,Bexar,TX,Passenger,2,4,6,689,695,0.86
September 30 2023,Pacific,WA,Truck,5,0,5,7824,7829,0.06
September 30 2022,District of Columbia,DC,Passenger,2,0,2,153,155,1.29
September 30 2021,Skamania,WA,Truck,0,0,0,4039,4039,0
August 31 2023,Muscogee,GA,Passenger,1,2,3,101,104,2.88
June 30 2024,Denton,TX,Passenger,1,0,1,31,32,3.12
December 31 2022,Lincoln,OR,Passenger,0,1,1,21,22,4.55
June 30 2017,Thurston,WA,Passenger,397,336,733,186579,187312,0.39
August 31 2020,Douglas,WA,Passenger,78,41,119,28001,28120,0.42
October 31 2023,Otero,NM,Passenger,0,1,1,24,25,4
March 31 2024,Anne Arundel,MD,Passenger,5,3,8,266,274,2.92
February 29 2020,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
October 31 2023,Hamilton,OH,Passenger,1,0,1,27,28,3.57
July 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20
August 31 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
April 30 2022,Richland,SC,Passenger,0,2,2,140,142,1.41
December 31 2021,Pima,AZ,Passenger,1,1,2,290,292,0.68
March 31 2020,Grays Harbor,WA,Truck,0,0,0,20780,20780,0
March 31 2022,Monterey,CA,Passenger,0,3,3,154,157,1.91
March 31 2023,Duval,FL,Passenger,1,0,1,280,281,0.36
September 30 2021,New York,NY,Passenger,2,0,2,46,48,4.17
October 31 2023,Pulaski,MO,Passenger,2,0,2,97,99,2.02
April 30 2022,Powhatan,VA,Passenger,1,0,1,2,3,33.33
March 31 2019,Lewis,WA,Passenger,95,92,187,58512,58699,0.32
June 30 2018,Honolulu,HI,Passenger,1,2,3,534,537,0.56
April 30 2017,Palm Beach,FL,Passenger,0,2,2,100,102,1.96
September 30 2018,Franklin,WA,Truck,0,0,0,18870,18870,0
March 31 2023,Suffolk,VA,Passenger,1,0,1,115,116,0.86
April 30 2022,Montgomery,TX,Passenger,1,0,1,42,43,2.33
May 31 2018,Richland,SC,Passenger,0,1,1,174,175,0.57
May 31 2021,Snohomish,WA,Passenger,5721,2000,7721,539957,547678,1.41
March 31 2017,Honolulu,HI,Passenger,4,2,6,626,632,0.95
September 30 2021,Lake,IL,Passenger,2,0,2,172,174,1.15
November 30 2019,Fulton,GA,Passenger,0,3,3,108,111,2.7
February 28 2023,Doña Ana,NM,Passenger,1,0,1,13,14,7.14
February 28 2017,Snohomish,WA,Passenger,1604,824,2428,513969,516397,0.47
March 31 2023,San Juan,WA,Passenger,593,174,767,13844,14611,5.25
August 31 2020,Los Angeles,CA,Passenger,7,12,19,1042,1061,1.79
July 31 2017,Pima,AZ,Passenger,1,2,3,448,451,0.67
October 31 2022,San Bernardino,CA,Passenger,2,1,3,346,349,0.86
October 31 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
September 30 2022,Orange,FL,Passenger,1,0,1,91,92,1.09
May 31 2024,Franklin,WA,Truck,15,0,15,20684,20699,0.07
October 31 2019,Asotin,WA,Truck,0,0,0,6694,6694,0
August 31 2019,Grant,WA,Passenger,45,61,106,65161,65267,0.16
March 31 2022,Stafford,VA,Passenger,2,1,3,97,100,3
November 30 2021,Goochland,VA,Passenger,3,2,5,218,223,2.24
June 30 2023,Arapahoe,CO,Passenger,1,1,2,81,83,2.41
May 31 2020,Utah,UT,Passenger,0,1,1,144,145,0.69
April 30 2022,Pacific,WA,Truck,0,0,0,7970,7970,0
June 30 2023,Palm Beach,FL,Passenger,2,1,3,54,57,5.26
October 31 2023,Douglas,WA,Passenger,236,77,313,28805,29118,1.07
October 31 2022,Skamania,WA,Truck,0,0,0,3897,3897,0
September 30 2022,DuPage,IL,Passenger,2,1,3,47,50,6
July 31 2024,Columbia,GA,Passenger,1,0,1,70,71,1.41
November 30 2020,Klamath,OR,Passenger,1,0,1,34,35,2.86
January 31 2017,Franklin,WA,Truck,0,0,0,17907,17907,0
August 31 2019,Klickitat,WA,Truck,0,0,0,8287,8287,0
September 30 2021,District of Columbia,DC,Passenger,4,0,4,182,186,2.15
August 31 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
October 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20
September 30 2018,Ferry,WA,Passenger,2,2,4,4408,4412,0.09
January 31 2022,Honolulu,HI,Passenger,4,4,8,403,411,1.95
January 31 2019,Alexandria,VA,Passenger,1,0,1,163,164,0.61
January 31 2023,New London,CT,Passenger,3,3,6,186,192,3.12
May 31 2021,Washington,MD,Passenger,1,0,1,11,12,8.33
December 31 2023,Kitsap,WA,Truck,107,0,107,51910,52017,0.21
April 30 2023,Lewis,WA,Truck,6,0,6,26067,26073,0.02
January 31 2021,Skagit,WA,Truck,1,0,1,32844,32845,0
August 31 2021,Chesapeake,VA,Passenger,0,2,2,417,419,0.48
January 31 2018,Lincoln,WA,Passenger,2,5,7,7584,7591,0.09
July 31 2018,Wahkiakum,WA,Passenger,1,1,2,2937,2939,0.07
November 30 2018,San Francisco,CA,Passenger,2,1,3,121,124,2.42
September 30 2018,Honolulu,HI,Passenger,1,2,3,531,534,0.56
March 31 2021,Whitman,WA,Passenger,54,44,98,21903,22001,0.45
October 31 2017,Klickitat,WA,Passenger,23,27,50,14807,14857,0.34
December 31 2020,Fairfax,VA,Passenger,5,2,7,721,728,0.96
July 31 2022,Jefferson,WA,Truck,3,0,3,9452,9455,0.03
October 31 2019,Shelby,TN,Passenger,0,1,1,101,102,0.98
December 31 2023,Douglas,WA,Truck,11,0,11,13034,13045,0.08
April 30 2018,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
July 31 2024,Kent,DE,Passenger,1,0,1,35,36,2.78
January 31 2020,Klickitat,WA,Passenger,48,39,87,15678,15765,0.55
June 30 2022,Wahkiakum,WA,Truck,0,0,0,1803,1803,0
February 28 2019,Saratoga,NY,Passenger,1,0,1,59,60,1.67
May 31 2023,Kootenai,ID,Passenger,0,2,2,128,130,1.54
December 31 2018,Denver,CO,Passenger,1,0,1,135,136,0.74
December 31 2019,Stevens,WA,Passenger,32,31,63,31587,31650,0.2
February 28 2019,Deschutes,OR,Passenger,3,0,3,175,178,1.69
August 31 2020,Kings,NY,Passenger,1,0,1,67,68,1.47
February 28 2019,Thurston,WA,Passenger,781,593,1374,195765,197139,0.7
January 31 2021,Stevens,WA,Passenger,38,40,78,30248,30326,0.26
December 31 2021,Grays Harbor,WA,Passenger,192,157,349,49407,49756,0.7
June 30 2019,Clallam,WA,Passenger,173,141,314,50496,50810,0.62
October 31 2018,Whatcom,WA,Truck,2,0,2,42550,42552,0
April 30 2020,Clallam,WA,Truck,1,0,1,21686,21687,0
November 30 2021,Maricopa,AZ,Passenger,12,5,17,1251,1268,1.34
October 31 2022,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
November 30 2023,Oldham,KY,Passenger,0,1,1,2,3,33.33
July 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
June 30 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
February 28 2021,Maui,HI,Passenger,2,0,2,31,33,6.06
May 31 2022,Klickitat,WA,Passenger,98,54,152,15222,15374,0.99
April 30 2018,Dakota,MN,Passenger,0,2,2,37,39,5.13
April 30 2017,Cumberland,NC,Passenger,2,0,2,623,625,0.32
February 28 2018,Allegheny,PA,Passenger,1,0,1,86,87,1.15
January 31 2017,Douglas,OR,Passenger,0,1,1,91,92,1.09
February 29 2024,Pacific,WA,Truck,6,0,6,7812,7818,0.08
May 31 2024,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
June 30 2017,Spokane,WA,Passenger,253,208,461,296754,297215,0.16
January 31 2022,Pierce,WA,Passenger,4363,2146,6509,553212,559721,1.16
April 30 2019,Asotin,WA,Passenger,12,8,20,12655,12675,0.16
June 30 2021,Klickitat,WA,Truck,0,0,0,8289,8289,0
May 31 2021,Hennepin,MN,Passenger,2,0,2,81,83,2.41
August 31 2020,Orange,CA,Passenger,7,2,9,500,509,1.77
May 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
March 31 2020,Snohomish,WA,Truck,0,0,0,123695,123695,0
January 31 2018,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
November 30 2023,Mason,WA,Passenger,536,224,760,46202,46962,1.62
May 31 2017,Okanogan,WA,Passenger,3,16,19,25680,25699,0.07
February 29 2024,Spokane,WA,Truck,77,0,77,101418,101495,0.08
June 30 2018,Virginia Beach,VA,Passenger,2,1,3,686,689,0.44
August 31 2023,Kings,CA,Passenger,5,2,7,282,289,2.42
July 31 2018,San Francisco,CA,Passenger,1,1,2,127,129,1.55
September 30 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
March 31 2020,Jefferson,WA,Truck,0,0,0,9590,9590,0
August 31 2021,Allegheny,PA,Passenger,2,1,3,76,79,3.8
October 31 2021,Richland,SC,Passenger,0,2,2,138,140,1.43
April 30 2017,Prince George's,MD,Passenger,0,1,1,181,182,0.55
June 30 2023,Lexington,SC,Passenger,1,0,1,23,24,4.17
October 31 2019,Prince George's,MD,Passenger,1,1,2,181,183,1.09
January 31 2022,Denton,TX,Passenger,2,0,2,79,81,2.47
December 31 2021,Hawaii,HI,Passenger,1,0,1,48,49,2.04
December 31 2022,Meade,KY,Passenger,1,0,1,21,22,4.55
January 31 2023,Hamilton,OH,Truck,1,0,1,4,5,20
December 31 2018,San Mateo,CA,Passenger,2,1,3,134,137,2.19
October 31 2022,Broward,FL,Passenger,1,0,1,75,76,1.32
January 31 2019,Maui,HI,Passenger,2,0,2,53,55,3.64
December 31 2019,Hawaii,HI,Passenger,1,0,1,64,65,1.54
August 31 2023,San Diego,CA,Truck,1,0,1,436,437,0.23
June 30 2021,Saginaw,MI,Passenger,1,0,1,8,9,11.11
April 30 2022,Jefferson,WA,Passenger,415,211,626,24705,25331,2.47
August 31 2022,San Mateo,CA,Passenger,1,0,1,86,87,1.15
November 30 2018,Kalamazoo,MI,Passenger,1,0,1,17,18,5.56
January 31 2022,Hawaii,HI,Passenger,1,0,1,45,46,2.17
September 30 2023,Lexington,SC,Passenger,1,0,1,20,21,4.76
July 31 2023,Skamania,WA,Truck,1,0,1,3846,3847,0.03
January 31 2023,Nueces,TX,Passenger,0,1,1,55,56,1.79
May 31 2018,DeKalb,GA,Passenger,1,0,1,84,85,1.18
March 31 2024,Goochland,VA,Passenger,1,0,1,36,37,2.7
August 31 2022,Lee,FL,Passenger,1,0,1,33,34,2.94
February 29 2024,Rock Island,IL,Passenger,0,1,1,12,13,7.69
September 30 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
September 30 2020,Harford,MD,Passenger,0,1,1,60,61,1.64
April 30 2024,Contra Costa,CA,Passenger,2,1,3,134,137,2.19
May 31 2022,Hillsborough,FL,Passenger,1,2,3,139,142,2.11
June 30 2017,Grant,WA,Truck,0,0,0,25217,25217,0
July 31 2023,Calvert,MD,Passenger,1,1,2,78,80,2.5
February 29 2020,Arlington,VA,Passenger,0,2,2,159,161,1.24
September 30 2020,Maui,HI,Passenger,2,0,2,33,35,5.71
October 31 2020,Cumberland,NC,Passenger,1,3,4,462,466,0.86
May 31 2021,Greene,MO,Passenger,0,1,1,35,36,2.78
August 31 2023,Maui,HI,Passenger,1,0,1,23,24,4.17
July 31 2020,Boulder,CO,Passenger,1,1,2,48,50,4
June 30 2019,Kitsap,WA,Truck,1,0,1,54081,54082,0
January 31 2022,Larimer,CO,Passenger,1,0,1,45,46,2.17
January 31 2023,Contra Costa,CA,Passenger,0,2,2,196,198,1.01
November 30 2022,Cook,IL,Passenger,2,0,2,191,193,1.04
November 30 2020,Snohomish,WA,Passenger,4954,1821,6775,537798,544573,1.24
July 31 2020,Franklin,WA,Passenger,65,78,143,60748,60891,0.23
November 30 2020,Orange,CA,Passenger,5,3,8,478,486,1.65
November 30 2019,Salt Lake,UT,Passenger,1,0,1,207,208,0.48
June 30 2021,Garfield,WA,Truck,0,0,0,996,996,0
December 31 2017,Howard,MD,Passenger,0,2,2,89,91,2.2
November 30 2023,Mercer,NJ,Passenger,0,1,1,7,8,12.5
July 31 2021,Clark,WA,Truck,0,0,0,84215,84215,0
October 31 2017,Benton,WA,Truck,0,0,0,40388,40388,0
September 30 2023,Ferry,WA,Truck,0,0,0,3544,3544,0
August 31 2017,Riverside,CA,Passenger,1,2,3,781,784,0.38
August 31 2023,Sarpy,NE,Passenger,1,0,1,56,57,1.75
September 30 2020,Sedgwick,KS,Passenger,1,1,2,95,97,2.06
June 30 2022,Lincoln,OR,Passenger,0,1,1,30,31,3.23
September 30 2022,Deschutes,OR,Passenger,2,0,2,93,95,2.11
December 31 2023,El Dorado,CA,Passenger,1,0,1,18,19,5.26
November 30 2019,King,WA,Truck,6,1,7,182288,182295,0
September 30 2021,Whatcom,WA,Truck,4,0,4,43785,43789,0.01
December 31 2017,Douglas,WA,Truck,0,0,0,11755,11755,0
May 31 2019,Ferry,WA,Passenger,5,2,7,4385,4392,0.16
January 31 2022,Portsmouth,VA,Passenger,0,1,1,76,77,1.3
April 30 2022,Ada,ID,Passenger,1,0,1,194,195,0.51
May 31 2019,Saratoga,NY,Passenger,1,0,1,52,53,1.89
April 30 2024,Garfield,WA,Passenger,0,3,3,1309,1312,0.23
March 31 2018,Klickitat,WA,Passenger,26,27,53,14971,15024,0.35
May 31 2021,Kootenai,ID,Passenger,0,1,1,202,203,0.49
March 31 2022,Fulton,GA,Passenger,1,1,2,80,82,2.44
April 30 2019,Spokane,WA,Passenger,511,406,917,309476,310393,0.3
July 31 2018,Pacific,WA,Passenger,19,21,40,15611,15651,0.26
January 31 2024,Alexandria,VA,Passenger,3,0,3,87,90,3.33
June 30 2021,Yamhill,OR,Passenger,1,0,1,42,43,2.33
August 31 2019,Kitsap,WA,Truck,1,0,1,54149,54150,0
July 31 2022,Okanogan,WA,Truck,1,0,1,16572,16573,0.01
May 31 2018,Lincoln,WA,Truck,0,0,0,4536,4536,0
May 31 2019,Douglas,WA,Passenger,56,36,92,27997,28089,0.33
March 31 2024,Fulton,GA,Passenger,0,1,1,50,51,1.96
November 30 2020,Santa Clara,CA,Passenger,7,2,9,292,301,2.99
October 31 2019,Pacific,WA,Passenger,30,29,59,16102,16161,0.37
August 31 2020,Jefferson,WA,Truck,0,0,0,9536,9536,0
March 31 2021,Washoe,NV,Passenger,1,0,1,101,102,0.98
March 31 2024,El Dorado,CA,Passenger,1,0,1,15,16,6.25
June 30 2021,Lewis,WA,Truck,0,0,0,26851,26851,0
April 30 2021,New London,CT,Passenger,1,2,3,225,228,1.32
August 31 2020,Nueces,TX,Passenger,1,0,1,86,87,1.15
November 30 2022,Monterey,CA,Passenger,0,3,3,148,151,1.99
March 31 2020,Penobscot,ME,Passenger,0,1,1,15,16,6.25
December 31 2018,Douglas,NE,Passenger,0,1,1,68,69,1.45
March 31 2020,Adams,WA,Truck,0,0,0,5217,5217,0
December 31 2023,Hardin,KY,Passenger,1,0,1,57,58,1.72
October 31 2018,Saratoga,NY,Passenger,1,0,1,57,58,1.72
June 30 2017,Whitman,WA,Passenger,10,20,30,22036,22066,0.14
October 31 2019,Multnomah,OR,Passenger,4,6,10,749,759,1.32
August 31 2023,Charleston,SC,Passenger,1,2,3,52,55,5.45
February 28 2019,DuPage,IL,Passenger,1,0,1,65,66,1.52
August 31 2021,Spokane,WA,Passenger,1158,684,1842,325691,327533,0.56
August 31 2021,Franklin,WA,Truck,0,0,0,20711,20711,0
June 30 2019,Loudoun,VA,Passenger,1,0,1,97,98,1.02
February 29 2024,Rockingham,NH,Passenger,1,0,1,8,9,11.11
June 30 2023,Hamilton,OH,Passenger,1,0,1,34,35,2.86
November 30 2023,Grays Harbor,WA,Passenger,362,225,587,48115,48702,1.21
December 31 2017,Adams,WA,Passenger,4,5,9,12403,12412,0.07
August 31 2019,Pinellas,FL,Passenger,1,1,2,123,125,1.6
December 31 2019,Suffolk,VA,Passenger,1,0,1,125,126,0.79
March 31 2020,Queens,NY,Passenger,1,0,1,53,54,1.85
