Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2019,Jefferson,CO,Passenger,0,2,2,56,58,3.45
April 30 2018,Franklin,WA,Passenger,37,59,96,57389,57485,0.17
October 31 2021,Pinellas,FL,Passenger,0,1,1,100,101,0.99
January 31 2023,Maricopa,AZ,Passenger,15,5,20,888,908,2.2
September 30 2019,Lincoln,WA,Passenger,2,10,12,7804,7816,0.15
December 31 2020,Camden,NJ,Passenger,0,1,1,20,21,4.76
February 29 2024,Ferry,WA,Truck,0,0,0,3530,3530,0
November 30 2019,Volusia,FL,Passenger,0,1,1,44,45,2.22
September 30 2023,Yuba,CA,Passenger,1,0,1,53,54,1.85
December 31 2019,Alameda,CA,Passenger,4,1,5,305,310,1.61
November 30 2018,Orange,FL,Passenger,2,1,3,165,168,1.79
January 31 2023,Lincoln,OR,Passenger,0,1,1,19,20,5
December 31 2019,Randolph,NC,Passenger,1,0,1,7,8,12.5
September 30 2019,Pierce,WA,Truck,0,0,0,140409,140409,0
July 31 2020,Gwinnett,GA,Passenger,1,0,1,74,75,1.33
September 30 2022,Snohomish,WA,Truck,59,0,59,122936,122995,0.05
October 31 2021,Garfield,WA,Passenger,0,3,3,1349,1352,0.22
August 31 2023,El Paso,CO,Passenger,5,2,7,500,507,1.38
April 30 2024,Columbia,GA,Passenger,1,0,1,69,70,1.43
October 31 2020,Okanogan,WA,Passenger,46,36,82,25974,26056,0.31
September 30 2022,Franklin,WA,Passenger,231,112,343,61825,62168,0.55
March 31 2021,Prince William,VA,Passenger,1,2,3,219,222,1.35
January 31 2021,Pima,AZ,Passenger,2,1,3,350,353,0.85
November 30 2017,Orleans,LA,Passenger,0,1,1,46,47,2.13
October 31 2023,Hillsborough,FL,Passenger,2,2,4,105,109,3.67
April 30 2023,Rockdale,GA,Passenger,1,0,1,5,6,16.67
June 30 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
February 28 2017,Asotin,WA,Passenger,4,3,7,12320,12327,0.06
May 31 2023,Klickitat,WA,Passenger,144,64,208,15154,15362,1.35
December 31 2020,DeKalb,GA,Passenger,1,0,1,74,75,1.33
June 30 2021,San Bernardino,CA,Passenger,1,0,1,399,400,0.25
April 30 2019,Juneau,AK,Passenger,0,2,2,35,37,5.41
September 30 2018,Stevens,WA,Passenger,14,27,41,31693,31734,0.13
January 31 2018,Yakima,WA,Passenger,60,76,136,162487,162623,0.08
September 30 2019,Goochland,VA,Passenger,2,1,3,275,278,1.08
November 30 2022,Fairfax,VA,Passenger,7,2,9,636,645,1.4
February 28 2022,Lake,IL,Passenger,3,0,3,162,165,1.82
February 29 2024,Island,WA,Passenger,1355,499,1854,60918,62772,2.95
September 30 2017,Thurston,WA,Truck,0,0,0,53491,53491,0
November 30 2020,,,Passenger,5,1,6,369,375,1.6
March 31 2017,Hamilton,TN,Passenger,1,0,1,28,29,3.45
July 31 2018,Kent,MI,Passenger,0,1,1,28,29,3.45
March 31 2018,Prince William,VA,Passenger,0,5,5,264,269,1.86
December 31 2020,Morris,NJ,Passenger,1,0,1,15,16,6.25
November 30 2017,El Paso,CO,Passenger,2,1,3,769,772,0.39
October 31 2022,Adams,WA,Passenger,22,12,34,13004,13038,0.26
August 31 2018,Clallam,WA,Truck,0,0,0,21476,21476,0
March 31 2018,Ramsey,MN,Passenger,1,0,1,40,41,2.44
November 30 2023,Asotin,WA,Passenger,40,24,64,12303,12367,0.52
May 31 2021,Maricopa,AZ,Passenger,6,7,13,1343,1356,0.96
February 28 2023,Goochland,VA,Passenger,2,2,4,93,97,4.12
November 30 2020,Benton,WA,Truck,0,0,0,43100,43100,0
December 31 2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44
February 28 2017,Muscogee,GA,Passenger,0,1,1,256,257,0.39
November 30 2019,Shelby,TN,Passenger,0,1,1,101,102,0.98
August 31 2017,Bergen,NJ,Passenger,0,2,2,30,32,6.25
January 31 2024,San Bernardino,CA,Passenger,2,1,3,282,285,1.05
August 31 2023,Berkeley,SC,Passenger,1,1,2,98,100,2
June 30 2024,Island,WA,Passenger,1472,537,2009,60216,62225,3.23
October 31 2017,Dallas,TX,Passenger,0,1,1,190,191,0.52
October 31 2020,Boulder,CO,Passenger,1,1,2,47,49,4.08
September 30 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
April 30 2022,Monterey,CA,Passenger,0,3,3,153,156,1.92
January 31 2021,Lane,OR,Passenger,0,1,1,147,148,0.68
August 31 2018,Asotin,WA,Truck,0,0,0,6647,6647,0
January 31 2020,Asotin,WA,Passenger,17,11,28,12717,12745,0.22
April 30 2019,St. Mary's,MD,Passenger,1,0,1,205,206,0.49
October 31 2023,Jefferson,NY,Passenger,2,0,2,190,192,1.04
April 30 2018,Prince George's,MD,Passenger,1,1,2,187,189,1.06
January 31 2020,Garfield,WA,Truck,0,0,0,967,967,0
February 28 2023,Champaign,IL,Passenger,1,0,1,11,12,8.33
June 30 2022,Charles,MD,Passenger,1,1,2,61,63,3.17
May 31 2024,Harris,TX,Passenger,1,2,3,106,109,2.75
June 30 2021,Columbia,OR,Passenger,1,0,1,21,22,4.55
July 31 2018,Collier,FL,Passenger,1,0,1,24,25,4
October 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
January 31 2023,Mason,WA,Passenger,379,190,569,46720,47289,1.2
February 28 2021,Virginia Beach,VA,Passenger,2,0,2,632,634,0.32
November 30 2023,Wichita,TX,Passenger,1,0,1,33,34,2.94
May 31 2017,Orleans,LA,Passenger,0,1,1,49,50,2
October 31 2023,Adams,CO,Passenger,1,0,1,22,23,4.35
May 31 2021,DeKalb,GA,Passenger,1,0,1,62,63,1.59
October 31 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
February 28 2022,Dallas,TX,Passenger,1,0,1,146,147,0.68
September 30 2022,Coryell,TX,Passenger,1,0,1,91,92,1.09
April 30 2023,Meade,KY,Passenger,1,0,1,20,21,4.76
July 31 2017,Okanogan,WA,Truck,0,0,0,16221,16221,0
December 31 2017,Clark,WA,Passenger,851,573,1424,304226,305650,0.47
November 30 2020,Kauai,HI,Passenger,1,0,1,18,19,5.26
July 31 2018,Pierce,WA,Passenger,1262,1194,2456,533339,535795,0.46
December 31 2020,Orange,FL,Passenger,1,0,1,122,123,0.81
February 28 2023,Riverside,CA,Passenger,7,0,7,448,455,1.54
February 28 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
February 28 2022,San Luis Obispo,CA,Passenger,1,0,1,64,65,1.54
September 30 2022,Autauga,AL,Passenger,1,0,1,14,15,6.67
April 30 2021,Putnam,TN,Passenger,0,1,1,1,2,50
February 28 2021,Washington,OR,Passenger,1,0,1,425,426,0.23
February 29 2024,Salt Lake,UT,Passenger,5,1,6,95,101,5.94
January 31 2020,Queens,NY,Passenger,1,0,1,52,53,1.89
January 31 2024,Mobile,AL,Passenger,1,0,1,24,25,4
July 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
March 31 2023,Garfield,WA,Passenger,1,3,4,1314,1318,0.3
April 30 2021,Frederick,MD,Passenger,1,1,2,66,68,2.94
May 31 2019,Honolulu,HI,Passenger,2,3,5,516,521,0.96
August 31 2019,DeKalb,GA,Passenger,1,0,1,83,84,1.19
December 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
April 30 2024,Otero,NM,Passenger,0,1,1,23,24,4.17
January 31 2024,Benton,WA,Truck,37,0,37,42955,42992,0.09
April 30 2019,Klickitat,WA,Truck,0,0,0,8216,8216,0
December 31 2021,Maricopa,AZ,Passenger,13,5,18,1231,1249,1.44
November 30 2019,Owyhee,ID,Passenger,1,0,1,4,5,20
March 31 2017,Grant,WA,Passenger,17,21,38,60322,60360,0.06
June 30 2019,Klickitat,WA,Passenger,35,32,67,15552,15619,0.43
October 31 2021,Cook,IL,Passenger,2,0,2,220,222,0.9
December 31 2023,Mason,WA,Truck,19,0,19,20459,20478,0.09
November 30 2022,Ferry,WA,Truck,0,0,0,3578,3578,0
July 31 2017,Prince George's,MD,Passenger,0,1,1,186,187,0.53
May 31 2023,Chesterfield,VA,Passenger,1,0,1,37,38,2.63
January 31 2024,Loudoun,VA,Passenger,2,1,3,55,58,5.17
January 31 2022,Alameda,CA,Passenger,5,0,5,226,231,2.16
March 31 2020,Newport,RI,Passenger,0,1,1,81,82,1.22
October 31 2021,Ulster,NY,Passenger,1,0,1,14,15,6.67
July 31 2023,Whitman,WA,Passenger,160,79,239,21940,22179,1.08
July 31 2020,Lewis,WA,Truck,0,0,0,26288,26288,0
March 31 2020,King,WA,Truck,5,1,6,182369,182375,0
March 31 2020,Los Angeles,CA,Passenger,6,12,18,1081,1099,1.64
May 31 2017,Orange,CA,Passenger,3,1,4,655,659,0.61
January 31 2020,San Francisco,CA,Passenger,2,1,3,106,109,2.75
January 31 2022,Greene,MO,Passenger,0,1,1,30,31,3.23
December 31 2022,Skagit,WA,Truck,11,0,11,32102,32113,0.03
June 30 2024,Hamilton,OH,Passenger,2,0,2,24,26,7.69
June 30 2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5
May 31 2024,Isle of Wight,VA,Passenger,0,1,1,16,17,5.88
February 28 2017,Grant,WA,Truck,0,0,0,24996,24996,0
January 31 2018,Pacific,WA,Passenger,15,13,28,15444,15472,0.18
March 31 2020,Santa Clara,CA,Passenger,8,2,10,340,350,2.86
February 28 2018,Travis,TX,Passenger,1,1,2,197,199,1.01
June 30 2024,Harford,MD,Passenger,2,1,3,41,44,6.82
September 30 2020,Adams,WA,Passenger,8,7,15,12908,12923,0.12
January 31 2021,Sarasota,FL,Passenger,2,0,2,36,38,5.26
March 31 2020,San Francisco,CA,Passenger,2,1,3,104,107,2.8
March 31 2018,Montgomery,TN,Passenger,1,0,1,272,273,0.37
June 30 2019,Fulton,GA,Passenger,1,3,4,108,112,3.57
November 30 2023,Wahkiakum,WA,Truck,4,0,4,1762,1766,0.23
April 30 2020,Snohomish,WA,Truck,0,0,0,123290,123290,0
August 31 2021,Jefferson,WA,Truck,0,0,0,9607,9607,0
March 31 2019,District of Columbia,DC,Passenger,1,1,2,197,199,1.01
November 30 2019,Riverside,CA,Passenger,4,1,5,654,659,0.76
April 30 2017,DeKalb,GA,Passenger,1,0,1,86,87,1.15
December 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50
September 30 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.5
November 30 2021,Wahkiakum,WA,Passenger,17,10,27,3089,3116,0.87
February 29 2024,Frederick,MD,Passenger,1,1,2,44,46,4.35
August 31 2023,Palm Beach,FL,Passenger,2,1,3,51,54,5.56
January 31 2018,Clark,WA,Passenger,873,599,1472,305253,306725,0.48
June 30 2022,Spokane,WA,Passenger,1597,847,2444,324768,327212,0.75
August 31 2020,Thurston,WA,Truck,0,0,0,55943,55943,0
January 31 2022,Jefferson,WA,Truck,0,0,0,9571,9571,0
March 31 2018,San Juan,WA,Truck,0,0,0,5657,5657,0
January 31 2017,Collin,TX,Passenger,0,1,1,161,162,0.62
March 31 2017,Wayne,MI,Passenger,0,1,1,74,75,1.33
December 31 2017,Honolulu,HI,Passenger,2,2,4,574,578,0.69
May 31 2017,Dale,AL,Passenger,0,1,1,62,63,1.59
August 31 2018,Montgomery,TX,Passenger,2,0,2,65,67,2.99
July 31 2021,Island,WA,Truck,0,0,0,21527,21527,0
August 31 2023,Mason,WA,Truck,14,0,14,20593,20607,0.07
April 30 2023,Hardin,KY,Passenger,1,0,1,60,61,1.64
October 31 2020,Eagle,CO,Passenger,1,0,1,7,8,12.5
November 30 2020,Carroll,NH,Passenger,0,1,1,4,5,20
December 31 2021,Walla Walla,WA,Truck,0,0,0,14084,14084,0
February 29 2024,Tom Green,TX,Passenger,0,1,1,17,18,5.56
October 31 2021,Burlington,NJ,Passenger,0,1,1,115,116,0.86
July 31 2021,Lincoln,WA,Passenger,6,15,21,7716,7737,0.27
April 30 2022,Queens,NY,Passenger,1,0,1,49,50,2
October 31 2023,Madison,IL,Passenger,2,0,2,16,18,11.11
January 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
July 31 2020,Benton,WA,Truck,0,0,0,42869,42869,0
November 30 2019,Pend Oreille,WA,Passenger,7,7,14,9510,9524,0.15
January 31 2023,Thurston,WA,Truck,42,0,42,54497,54539,0.08
August 31 2019,Benton,WA,Passenger,280,291,571,134292,134863,0.42
October 31 2019,Sedgwick,KS,Passenger,1,1,2,99,101,1.98
December 31 2019,Sarasota,FL,Passenger,2,0,2,35,37,5.41
September 30 2022,Clinton,PA,Passenger,1,0,1,1,2,50
November 30 2019,Mason,WA,Truck,0,0,0,20499,20499,0
June 30 2021,Island,WA,Truck,0,0,0,21578,21578,0
April 30 2021,Snohomish,WA,Passenger,5581,1965,7546,540123,547669,1.38
January 31 2022,Norfolk,MA,Passenger,1,0,1,28,29,3.45
June 30 2020,Tarrant,TX,Passenger,1,0,1,177,178,0.56
January 31 2024,Solano,CA,Passenger,5,0,5,135,140,3.57
January 31 2024,Washoe,NV,Passenger,2,0,2,46,48,4.17
December 31 2022,Okanogan,WA,Passenger,96,52,148,26139,26287,0.56
July 31 2021,Montgomery,MD,Passenger,3,1,4,225,229,1.75
February 29 2024,Harford,MD,Passenger,1,1,2,42,44,4.55
March 31 2022,Sonoma,CA,Passenger,0,1,1,89,90,1.11
July 31 2024,Jefferson,WA,Truck,28,0,28,8909,8937,0.31
February 28 2022,Philadelphia,PA,Passenger,1,0,1,45,46,2.17
February 28 2018,Lewis,WA,Truck,0,0,0,25273,25273,0
April 30 2018,Dale,AL,Passenger,0,1,1,61,62,1.61
May 31 2023,Adams,CO,Passenger,1,0,1,28,29,3.45
February 28 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
May 31 2023,Pend Oreille,WA,Truck,0,0,0,5618,5618,0
June 30 2023,Essex,MA,Passenger,1,0,1,9,10,10
September 30 2022,Los Angeles,CA,Passenger,5,6,11,817,828,1.33
November 30 2023,Los Angeles,CA,Passenger,10,4,14,608,622,2.25
March 31 2019,Duval,FL,Passenger,1,2,3,388,391,0.77
August 31 2020,Queens,NY,Passenger,1,0,1,51,52,1.92
August 31 2023,Columbia,OR,Passenger,1,0,1,12,13,7.69
January 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10
March 31 2020,Loudoun,VA,Passenger,1,0,1,90,91,1.1
July 31 2021,Kauai,HI,Passenger,1,0,1,20,21,4.76
February 29 2024,Walla Walla,WA,Truck,9,0,9,13622,13631,0.07
April 30 2020,Douglas,WA,Truck,0,0,0,12266,12266,0
August 31 2022,Whatcom,WA,Truck,13,0,13,43108,43121,0.03
April 30 2022,Whatcom,WA,Passenger,1776,717,2493,148889,151382,1.65
August 31 2021,Cumberland,NC,Passenger,1,4,5,437,442,1.13
April 30 2018,Multnomah,OR,Passenger,4,4,8,823,831,0.96
May 31 2021,,,Passenger,4,2,6,347,353,1.7
February 29 2020,Charleston,SC,Passenger,1,0,1,110,111,0.9
April 30 2024,Lewis,WA,Passenger,447,368,815,58771,59586,1.37
June 30 2020,Skagit,WA,Truck,1,0,1,32460,32461,0
December 31 2022,Calvert,MD,Passenger,0,2,2,87,89,2.25
April 30 2024,Hamilton,OH,Passenger,2,0,2,25,27,7.41
January 31 2021,Thurston,WA,Passenger,1349,795,2144,197176,199320,1.08
April 30 2019,Calvert,MD,Passenger,0,2,2,86,88,2.27
May 31 2022,Lincoln,OR,Passenger,0,1,1,29,30,3.33
September 30 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
May 31 2021,Polk,FL,Passenger,1,0,1,70,71,1.41
April 30 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
June 30 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
February 28 2022,San Juan,WA,Passenger,485,152,637,14171,14808,4.3
July 31 2022,Whitman,WA,Passenger,88,60,148,21893,22041,0.67
July 31 2017,Lincoln,WA,Passenger,2,5,7,7516,7523,0.09
May 31 2018,Stevens,WA,Passenger,11,25,36,31563,31599,0.11
June 30 2018,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
March 31 2022,Baltimore,MD,Passenger,1,0,1,92,93,1.08
May 31 2017,Norfolk,VA,Passenger,1,1,2,309,311,0.64
April 30 2019,Sacramento,CA,Passenger,0,1,1,303,304,0.33
May 31 2020,Lake,IL,Passenger,1,0,1,175,176,0.57
April 30 2021,Pierce,WA,Passenger,3270,1901,5171,559244,564415,0.92
July 31 2021,Alameda,CA,Passenger,5,0,5,249,254,1.97
July 31 2022,Marin,CA,Passenger,1,1,2,34,36,5.56
February 28 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
June 30 2023,Marion,IA,Passenger,1,0,1,0,1,100
February 28 2022,Douglas,WA,Passenger,123,55,178,28547,28725,0.62
December 31 2019,Grays Harbor,WA,Truck,0,0,0,20765,20765,0
July 31 2020,Shelby,TN,Passenger,0,1,1,91,92,1.09
October 31 2022,St. Louis,MO,Passenger,2,0,2,64,66,3.03
November 30 2020,Howard,IN,Passenger,0,1,1,3,4,25
September 30 2021,Franklin,WA,Truck,0,0,0,20708,20708,0
January 31 2020,Sarasota,FL,Passenger,2,0,2,36,38,5.26
February 29 2024,Philadelphia,PA,Passenger,0,1,1,32,33,3.03
June 30 2018,Juneau,AK,Passenger,0,1,1,48,49,2.04
July 31 2021,Richmond,NY,Passenger,1,0,1,7,8,12.5
April 30 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
June 30 2019,Richland,SC,Passenger,0,1,1,162,163,0.61
March 31 2019,Washoe,NV,Passenger,2,0,2,111,113,1.77
February 28 2022,Skamania,WA,Truck,0,0,0,3996,3996,0
January 31 2021,Fulton,GA,Passenger,0,3,3,94,97,3.09
November 30 2023,Travis,TX,Passenger,1,1,2,82,84,2.38
November 30 2023,Douglas,NE,Passenger,1,1,2,27,29,6.9
July 31 2024,Orange,FL,Passenger,1,0,1,33,34,2.94
November 30 2022,Walla Walla,WA,Passenger,201,107,308,35652,35960,0.86
March 31 2018,Snohomish,WA,Truck,1,0,1,121222,121223,0
November 30 2019,Hudson,NJ,Passenger,1,0,1,39,40,2.5
March 31 2022,Harford,MD,Passenger,1,1,2,50,52,3.85
June 30 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10
April 30 2020,Clay,FL,Passenger,0,1,1,83,84,1.19
May 31 2021,Franklin,WA,Truck,0,0,0,20648,20648,0
May 31 2024,Whatcom,WA,Passenger,3287,1186,4473,146420,150893,2.96
March 31 2024,Cowlitz,WA,Passenger,655,269,924,69289,70213,1.32
October 31 2018,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
October 31 2017,Dale,AL,Passenger,0,1,1,59,60,1.67
February 29 2020,Clackamas,OR,Passenger,2,1,3,220,223,1.35
January 31 2024,Okanogan,WA,Truck,8,0,8,16372,16380,0.05
February 28 2021,Henrico,VA,Passenger,0,1,1,18,19,5.26
January 31 2023,Lee,FL,Passenger,1,0,1,33,34,2.94
October 31 2023,Grays Harbor,WA,Passenger,353,216,569,48076,48645,1.17
November 30 2021,DuPage,IL,Passenger,3,1,4,53,57,7.02
January 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20
October 31 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
August 31 2023,Atlantic,NJ,Passenger,1,0,1,12,13,7.69
March 31 2022,Boulder,CO,Passenger,2,0,2,48,50,4
September 30 2022,Owyhee,ID,Passenger,1,0,1,4,5,20
December 31 2022,Gwinnett,GA,Passenger,1,0,1,53,54,1.85
March 31 2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
December 31 2018,Washtenaw,MI,Passenger,1,0,1,39,40,2.5
July 31 2023,Lincoln,OR,Passenger,0,1,1,18,19,5.26
March 31 2019,El Paso,CO,Passenger,3,3,6,761,767,0.78
November 30 2018,Santa Clara,CA,Passenger,8,1,9,383,392,2.3
January 31 2018,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
March 31 2020,Boulder,CO,Passenger,1,1,2,51,53,3.77
July 31 2020,San Joaquin,CA,Passenger,1,0,1,133,134,0.75
December 31 2019,Washoe,NV,Passenger,1,0,1,116,117,0.85
May 31 2019,Skagit,WA,Truck,1,0,1,32411,32412,0
September 30 2020,Goochland,VA,Passenger,3,2,5,268,273,1.83
January 31 2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26
April 30 2024,Allegheny,PA,Passenger,2,0,2,49,51,3.92
May 31 2019,San Juan,WA,Truck,0,0,0,5849,5849,0
July 31 2018,El Paso,TX,Passenger,1,0,1,501,502,0.2
December 31 2021,Henrico,VA,Passenger,0,1,1,14,15,6.67
August 31 2018,Yakima,WA,Passenger,67,92,159,164181,164340,0.1
July 31 2018,Snohomish,WA,Passenger,2403,1294,3697,522534,526231,0.7
May 31 2022,Suffolk,MA,Passenger,0,1,1,24,25,4
April 30 2023,Lincoln,WA,Truck,0,0,0,4829,4829,0
August 31 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
September 30 2019,Benton,WA,Truck,0,0,0,42225,42225,0
September 30 2021,Spokane,WA,Truck,0,0,0,102482,102482,0
August 31 2017,Mercer,NJ,Passenger,0,1,1,16,17,5.88
December 31 2017,Chelan,WA,Passenger,86,38,124,53025,53149,0.23
August 31 2021,Pima,AZ,Passenger,1,1,2,303,305,0.66
July 31 2020,New Haven,CT,Passenger,0,2,2,35,37,5.41
March 31 2021,Solano,CA,Passenger,1,0,1,201,202,0.5
July 31 2021,Monterey,CA,Passenger,0,3,3,162,165,1.82
October 31 2018,Lincoln,WA,Truck,0,0,0,4607,4607,0
May 31 2022,Montgomery,TX,Passenger,1,0,1,40,41,2.44
June 30 2024,Madison,IL,Passenger,2,0,2,13,15,13.33
May 31 2017,King,WA,Truck,8,1,9,188229,188238,0
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,9163,9179,0.17
January 31 2022,Pima,AZ,Passenger,1,1,2,290,292,0.68
July 31 2024,Kings,CA,Passenger,3,1,4,230,234,1.71
June 30 2020,Juneau,AK,Passenger,0,2,2,31,33,6.06
January 31 2022,Ulster,NY,Passenger,1,0,1,14,15,6.67
April 30 2019,Adams,WA,Passenger,5,6,11,12650,12661,0.09
September 30 2023,Lane,OR,Passenger,0,2,2,70,72,2.78
June 30 2024,Okanogan,WA,Truck,14,0,14,16081,16095,0.09
December 31 2023,Mohave,AZ,Passenger,1,0,1,31,32,3.12
September 30 2017,St. Lucie,FL,Passenger,1,0,1,26,27,3.7
November 30 2020,Larimer,CO,Passenger,1,0,1,47,48,2.08
May 31 2023,Island,WA,Passenger,1042,429,1471,60984,62455,2.36
February 28 2022,Washtenaw,MI,Passenger,0,1,1,32,33,3.03
June 30 2019,Snohomish,WA,Truck,0,0,0,122350,122350,0
March 31 2019,Cowlitz,WA,Truck,0,0,0,28774,28774,0
July 31 2018,Whitman,WA,Passenger,19,28,47,22655,22702,0.21
January 31 2021,Chesapeake,VA,Passenger,0,2,2,422,424,0.47
April 30 2023,Pinal,AZ,Passenger,0,1,1,100,101,0.99
November 30 2023,Cumberland,PA,Passenger,1,1,2,33,35,5.71
January 31 2024,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
September 30 2020,Okanogan,WA,Truck,0,0,0,16539,16539,0
July 31 2020,New York,NY,Passenger,1,0,1,63,64,1.56
October 31 2020,Island,WA,Truck,1,0,1,21283,21284,0
February 28 2023,DuPage,IL,Passenger,2,1,3,37,40,7.5
May 31 2023,Lake,IL,Passenger,3,0,3,130,133,2.26
January 31 2021,Kauai,HI,Passenger,1,0,1,17,18,5.56
March 31 2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
August 31 2017,Stevens,WA,Truck,0,0,0,18215,18215,0
May 31 2018,Garfield,WA,Passenger,1,1,2,1326,1328,0.15
May 31 2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56
February 28 2022,Lee,FL,Passenger,1,0,1,34,35,2.86
December 31 2020,Howard,MD,Passenger,0,1,1,75,76,1.32
November 30 2021,Ulster,NY,Passenger,1,0,1,14,15,6.67
February 28 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
November 30 2022,Lewis,WA,Passenger,258,181,439,59890,60329,0.73
August 31 2019,Franklin,WA,Passenger,50,71,121,60212,60333,0.2
December 31 2017,Madison,ID,Passenger,1,0,1,38,39,2.56
September 30 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
October 31 2021,Sumter,SC,Passenger,0,1,1,35,36,2.78
May 31 2023,Washington,MD,Passenger,2,0,2,14,16,12.5
February 28 2021,Adams,WA,Passenger,10,6,16,12966,12982,0.12
August 31 2021,Tom Green,TX,Passenger,0,1,1,22,23,4.35
June 30 2024,Palm Beach,FL,Passenger,1,0,1,38,39,2.56
September 30 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
June 30 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
September 30 2017,Thurston,WA,Passenger,434,363,797,188174,188971,0.42
September 30 2018,Pend Oreille,WA,Passenger,5,5,10,9587,9597,0.1
January 31 2017,Snohomish,WA,Truck,1,0,1,122819,122820,0
March 31 2019,Santa Clara,CA,Passenger,8,1,9,374,383,2.35
December 31 2020,Gwinnett,GA,Passenger,1,0,1,70,71,1.41
August 31 2017,Charles,MD,Passenger,0,1,1,87,88,1.14
March 31 2023,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
November 30 2019,Jones,GA,Passenger,1,0,1,1,2,50
November 30 2022,Columbia,WA,Passenger,8,1,9,2426,2435,0.37
July 31 2018,Broward,FL,Passenger,1,1,2,132,134,1.49
February 28 2018,Salt Lake,UT,Passenger,1,0,1,239,240,0.42
November 30 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
April 30 2020,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
January 31 2024,Multnomah,OR,Passenger,2,1,3,379,382,0.79
August 31 2022,Chelan,WA,Truck,5,0,5,23037,23042,0.02
April 30 2017,Whatcom,WA,Truck,2,0,2,41445,41447,0
April 30 2018,Cumberland,NC,Passenger,1,0,1,547,548,0.18
June 30 2017,Walla Walla,WA,Truck,0,0,0,13204,13204,0
March 31 2022,Jefferson,WA,Truck,0,0,0,9544,9544,0
August 31 2022,Wahkiakum,WA,Truck,1,0,1,1800,1801,0.06
November 30 2021,Klamath,OR,Passenger,1,0,1,32,33,3.03
